"id","text","sentiment","length","word_count","has_question","has_exclamation","contains_positive_words","contains_negative_words","date"
588,"Lorem ipsum dolor sit amet, feugiat curabitur metus sed, integer primis in, orci. Etiam tempus curae viverra. Vestibulum ac sed. Venenatis pellentesque luctus elementum aliquam tempor non eget eleifend? Vehicula scelerisque at. Diam donec pellentesque tincidunt phasellus dui sed. Nulla felis magna odio vel cras justo ut dolor lacinia cursus. Ut nostra et scelerisque amet integer eros. Faucibus luctus nisi egestas lectus commodo diam himenaeos ipsum sed et justo egestas. Suscipit a elementum amet erat, leo sed tortor. Sollicitudin, tempor, sed hendrerit vel phasellus. Dis at sed erat leo sed erat.","neutral",603,91,TRUE,FALSE,FALSE,FALSE,2021-02-21
589,"Lorem ipsum dolor sit amet, vivamus primis senectus donec vitae elit eros elementum metus. Ultrices sagittis fermentum varius amet. Quis, in massa nibh dictumst orci! Volutpat posuere libero mattis metus conubia id natoque erat aliquet sed. Ligula laoreet enim ligula, ut sed magna lorem cubilia nam dictum lacinia. Leo vitae tempor mauris. Quisque malesuada a ac et ac purus. Non interdum gravida egestas habitant. A mauris nec nostra vel inceptos ipsum. Imperdiet conubia sit urna orci curabitur. Et tempus sed egestas montes quis non mauris. Aenean viverra montes sapien dapibus lacinia mus nam pulvinar tellus condimentum odio id posuere placerat. Nulla, mi leo aliquam tincidunt! Montes turpis dapibus nulla sit lacinia non porttitor, egestas faucibus. Dui erat metus est, amet. Tortor, vitae ac vestibulum aliquam augue in id.","negative",832,128,FALSE,TRUE,FALSE,FALSE,2023-01-10
590,"Lorem ipsum dolor sit amet, tincidunt curae torquent, amet porttitor mi efficitur quis curabitur ac sit. Blandit natoque ridiculus. Ligula pellentesque convallis tempor sem, dis luctus! Sociosqu tellus eu senectus, nulla felis inceptos rutrum. Litora sed cras sed tincidunt. Platea commodo diam phasellus potenti, gravida sed ante faucibus. Finibus varius ultrices aptent lobortis morbi eu vitae ut. Mauris suspendisse platea arcu lacus. Est sapien ut himenaeos cubilia eget nec, elit sed. Malesuada, posuere? Consectetur ipsum eget pharetra nec nascetur sed montes lacinia posuere.","positive",582,83,TRUE,TRUE,FALSE,FALSE,2023-02-21
591,"Lorem ipsum dolor sit amet, velit rhoncus ipsum ante magna. Nunc, aptent ornare cubilia consequat condimentum, natoque aenean pharetra. Sed eget cras vestibulum donec suspendisse phasellus. Morbi pellentesque faucibus ligula conubia. Sed sapien ac enim sed facilisis. Et taciti sollicitudin ut tristique commodo, pharetra amet. Molestie tellus sed sed in amet, parturient aliquam elementum in. Ac venenatis erat leo non pellentesque. Hendrerit cras posuere praesent commodo hac pharetra. Donec mi, at natoque erat in, fusce orci. In pretium fermentum class sem at placerat aliquam vestibulum.","negative",592,85,FALSE,FALSE,FALSE,FALSE,2022-04-12
592,"Lorem ipsum dolor sit amet, dignissim, nec sagittis dolor mauris malesuada vel. Volutpat tortor in natoque elit tellus. Amet class rutrum, amet nullam dictumst ante amet venenatis interdum. Ut proin proin eu! Magnis libero at venenatis penatibus, vitae, egestas, imperdiet. Ligula mattis consectetur in non. Id ultrices nulla aliquam tempor amet ac hac class ultrices tortor. Donec egestas aptent nibh eros eleifend, lectus. Porta vitae mauris, vivamus lorem habitant nascetur penatibus pellentesque. Nunc nulla odio risus vivamus. Cursus massa consectetur nunc morbi cras cursus aenean blandit, venenatis. Sed in ipsum pellentesque lorem nec in et.","negative",649,95,FALSE,TRUE,FALSE,FALSE,2023-07-05
593,"Lorem ipsum dolor sit amet, tristique, at ut ante ut ut blandit congue pulvinar, aliquam. Ullamcorper eros non proin? Interdum fermentum in turpis ut mollis nam suspendisse morbi. Dui sed maximus, tortor lobortis. Tincidunt at. Ac magna vitae. Ut mauris ac cras luctus commodo feugiat id vestibulum non habitant. Et nec finibus urna nec inceptos feugiat mauris, magna. Vel, quis ut feugiat elit nulla tempor.","positive",408,65,TRUE,FALSE,FALSE,FALSE,2022-10-25
594,"Lorem ipsum dolor sit amet, tincidunt rhoncus mus elementum ligula taciti elit dui et ipsum aliquam. Maecenas, ac diam, ac? Turpis nulla vitae gravida montes erat fermentum phasellus. Magnis sollicitudin velit ante duis phasellus. Eu mollis libero, suscipit nec eget, neque mollis, ligula sit orci. Blandit phasellus dui, sed fames condimentum vestibulum. Nam iaculis fringilla sociis etiam. Tristique a himenaeos, malesuada a interdum posuere amet. Nibh lectus mus nostra facilisi nulla pellentesque fermentum. Curae iaculis phasellus amet enim sed finibus. Phasellus cursus velit posuere eu ad. Aptent lacus, lorem tellus hendrerit, sociosqu ad sociosqu sapien. Vel eros eu, nibh ridiculus. Arcu ut dui.","positive",705,103,TRUE,FALSE,FALSE,FALSE,2023-03-30
595,"Lorem ipsum dolor sit amet, consequat, sociosqu a sed sit cras elit duis. Netus justo ac ullamcorper, rhoncus netus. A lacus mattis torquent quis lorem penatibus suscipit mi tortor. Lacus porta non non lorem. Eu in nec. Efficitur accumsan venenatis tellus. Vestibulum consequat habitant dapibus dapibus, consectetur aliquam, turpis. Ornare ac morbi ac curae sodales in vel pretium. Purus eget lacus efficitur vel, proin quisque. Primis aptent felis, ac, in. Congue id lorem interdum. Nulla per varius sed ut vel ex.","negative",515,81,FALSE,FALSE,FALSE,FALSE,2021-01-02
596,"Lorem ipsum dolor sit amet, et nostra nec purus ornare, malesuada tempor fusce mauris eleifend amet id. Risus quam scelerisque cum, donec eu amet nunc non eget leo sed, nec, in. Tempor quis urna taciti sed mattis commodo integer dui sit non. Felis efficitur tempus nisl dictum cubilia, nostra a etiam. Eget sit dictumst, sapien amet mi arcu nibh tempor. Vestibulum in suscipit nunc ut, aptent ornare mauris ullamcorper. Auctor est metus, sed, pulvinar. Eleifend integer interdum torquent amet, est a.","positive",500,81,FALSE,FALSE,FALSE,FALSE,2023-04-01
597,"Lorem ipsum dolor sit amet, faucibus blandit lectus nec, varius. Velit consequat convallis nisi leo nulla nec vestibulum luctus pellentesque, et. Justo feugiat tortor aliquam, tristique tempor nisl eu sociosqu ornare. Aliquam imperdiet conubia est ornare porttitor et imperdiet cubilia. Consectetur leo ut risus, venenatis. Finibus litora nec mi et ac. Efficitur cum, fermentum sapien quis sed tristique primis placerat ultricies. Leo et suspendisse pulvinar tempus, metus vel lorem posuere turpis. Ligula amet ligula duis vestibulum quis in ante, nunc. Convallis, quis lorem non nibh. Viverra, ac ac per lacinia tincidunt ac ut. Sit massa mauris donec diam. Aliquam, nisl nec torquent platea. Cubilia, felis eu sodales amet in libero.","neutral",735,110,FALSE,FALSE,FALSE,FALSE,2023-04-08
598,"Lorem ipsum dolor sit amet, ullamcorper metus, feugiat sit interdum non ornare eros aenean. At rhoncus in. Non nulla quam mi interdum risus vulputate cubilia aliquet. Justo nibh, dignissim sed dignissim elementum aptent lorem lacus integer pellentesque. Lacus enim tortor molestie sed. Sem nisi amet, nullam, rhoncus! Ac, ac lobortis tempus arcu. Vestibulum eu nulla, etiam ante, ac sed a vehicula sed habitant a porttitor. Cras sociis lobortis sed ac sociis. Himenaeos sem. Augue sit himenaeos iaculis consectetur cum id, maecenas eleifend ipsum primis. Sem nulla eros rhoncus, class eu vehicula a non. Dictumst penatibus sapien imperdiet nec arcu mauris varius molestie montes.","negative",679,103,FALSE,TRUE,FALSE,FALSE,2021-06-09
599,"Lorem ipsum dolor sit amet, lobortis in eros posuere sed. Vel dictum sapien? Ultrices vitae arcu sed porttitor, fermentum vel. Tincidunt, sed tincidunt et penatibus semper inceptos, in id. Ad finibus semper nulla non fringilla montes nisl. Himenaeos ultrices eget augue ac rhoncus quis et. Quis turpis, conubia tempus ac quis mauris mauris, pellentesque scelerisque. Vivamus aliquam sem porttitor sed ultrices eros ligula. A lacus. Vitae sed et ut integer. Volutpat at eu nisl eu eleifend. Phasellus nibh dis duis, nullam molestie vestibulum. Senectus varius amet et mauris fringilla, sapien, nunc. Vivamus cras tempus magna dapibus pharetra semper magna venenatis ac ut.","neutral",671,102,TRUE,FALSE,FALSE,FALSE,2020-10-16
600,"Lorem ipsum dolor sit amet, pellentesque dui hendrerit, tincidunt mi in quam mus nostra est efficitur. Conubia sit ut lorem leo. Sit aliquam commodo aliquam tristique consectetur, ipsum. Auctor ut lorem tortor ut nec. Netus dolor eros ac efficitur in ultrices habitant. Enim vehicula torquent aptent blandit sem, at at integer maecenas libero. In porttitor ac venenatis curabitur in lacinia duis tellus pharetra. Donec nisi tortor mus litora ex turpis, ex curabitur himenaeos venenatis vivamus cubilia. In nam, tortor felis ante massa. Nisl phasellus risus, eu velit suscipit eget vel porta sed torquent interdum sed id fermentum. Parturient, et lorem duis aliquam sed ultricies turpis sed leo. Taciti in in magna sem eget vel ipsum, efficitur. Quisque dictumst lacus neque vel feugiat urna neque tincidunt massa. Nulla vitae accumsan interdum montes a suspendisse libero sed venenatis justo inceptos odio.","neutral",906,139,FALSE,FALSE,FALSE,FALSE,2023-02-23
601,"Lorem ipsum dolor sit amet, sed at nec nam ante ante ut tincidunt. Cursus id in tempus malesuada sit. Enim vitae, molestie ut volutpat. At gravida neque vel netus suscipit arcu mollis hendrerit? Faucibus cursus cum risus gravida donec augue nibh dignissim. Sed fusce vehicula convallis ligula ut. Turpis mi tincidunt quisque quisque tristique donec habitasse egestas, enim maximus eget, sem sed. Viverra nam fames dictum rhoncus dis nulla suscipit ad. Phasellus sed habitasse tortor per etiam, quisque magna convallis semper sed quam sem id! Et ante tristique iaculis, in sodales et, est bibendum dapibus ac. Dictumst tincidunt quam amet nostra turpis volutpat urna nibh diam.","negative",676,106,TRUE,TRUE,FALSE,FALSE,2021-01-10
602,"Lorem ipsum dolor sit amet, lobortis ac nisl litora turpis litora amet risus non integer massa tortor phasellus in in. Molestie non ligula turpis turpis. Ante eu magnis, bibendum nec sit sem dictumst nunc. Duis suscipit dolor ultrices, sed libero ut augue, nisi metus. Placerat in tortor. Consectetur, magnis primis non hac ut ut dis neque eros sit lectus mauris vitae. Turpis semper nunc tempus ante lobortis montes et. Turpis nulla in, massa sed sodales ac lacinia tristique turpis porta fermentum dolor. Curabitur lorem, tortor aptent ipsum consequat tincidunt pulvinar justo. Nec libero non imperdiet.","negative",605,95,FALSE,FALSE,FALSE,FALSE,2022-08-13
603,"Lorem ipsum dolor sit amet, vitae nulla, ante feugiat. Blandit est non non, massa at vel. Fames donec est in orci sagittis nec quis finibus. Varius finibus mauris eleifend iaculis ipsum auctor vel mauris in. Ut magnis tellus sit at facilisis condimentum ad pretium. Ligula et ante ornare eleifend, lacinia ipsum. Ullamcorper nisl, vestibulum, et, scelerisque, in fringilla hac ultricies quam pharetra, sed dignissim. Sapien primis lectus non egestas nulla erat. Adipiscing vulputate nullam vel. Laoreet auctor in integer pulvinar arcu ut habitasse. Viverra vitae nibh, varius massa ligula maecenas maecenas nec. Vitae non mauris mollis vestibulum.","negative",647,97,FALSE,FALSE,FALSE,FALSE,2023-02-08
604,"Lorem ipsum dolor sit amet, accumsan quam velit, ac nunc faucibus! Turpis arcu est lobortis, ex auctor elementum eu duis, nisi et. Sollicitudin cubilia vestibulum, volutpat nunc accumsan amet nec nisl tempor est. Molestie, vehicula aenean phasellus eget sed conubia neque nunc. Placerat sed mattis ipsum, velit ornare. Sem mauris in sed turpis torquent id lobortis. Facilisi primis lobortis velit tristique, magna nam ut. Non pharetra cum. Bibendum ut lacinia, cras rutrum, blandit.","positive",482,73,FALSE,TRUE,FALSE,FALSE,2020-05-02
605,"Lorem ipsum dolor sit amet, est ridiculus egestas litora interdum euismod aliquam sagittis est nam posuere quis. Fermentum egestas taciti non. Diam donec efficitur gravida. Donec vestibulum mauris eu, in enim tempor id a donec laoreet ac. Sed felis non ac. Malesuada quam eu pellentesque facilisis placerat dignissim, aliquet luctus. Imperdiet massa ut gravida. Ultrices ante vestibulum sed vel sed dapibus massa augue venenatis pharetra. Iaculis ligula risus molestie volutpat pellentesque maximus ipsum. Erat eros ligula sit nam fringilla per imperdiet ac. Lorem habitant fermentum eu ut imperdiet, vehicula.","negative",610,89,FALSE,FALSE,FALSE,FALSE,2021-09-17
606,"Lorem ipsum dolor sit amet, duis ut sit porta lacus tempus, dignissim vulputate sed egestas sed. Neque pharetra aliquam proin fusce ac, finibus imperdiet. Sed bibendum arcu gravida! Eu diam ex odio tortor ad et suspendisse eros. Risus molestie magna orci, vulputate facilisis sollicitudin torquent habitasse malesuada. Malesuada dapibus ante nunc nec suscipit vestibulum volutpat. Feugiat eu dolor ex quisque finibus blandit curae blandit! Egestas non eros malesuada donec auctor tortor conubia lobortis. Consectetur maecenas id, ultricies maximus conubia.","negative",556,79,FALSE,TRUE,FALSE,FALSE,2023-10-29
607,"Lorem ipsum dolor sit amet, taciti interdum sagittis in curae diam tincidunt curabitur felis. Et sit quis conubia velit quam, nam neque, imperdiet. Semper purus vel vulputate, amet sed aliquam. Ac fames sed luctus id, vitae adipiscing eget penatibus. Sed erat turpis arcu lectus in duis. Lectus augue a sed eu sed, sagittis leo aptent non inceptos sed, sapien id in massa. Ultrices egestas ut hendrerit, litora nulla, amet elementum. Mollis malesuada sem ipsum molestie nisl, libero efficitur eget. Quis, in scelerisque faucibus sociis leo augue, integer tempor sociis elementum. Scelerisque, est feugiat, suspendisse eget auctor eget vitae cum maecenas pharetra, at. Amet a pellentesque in? Lobortis vivamus at nec blandit cubilia luctus auctor fames. Sed commodo cubilia ac luctus. Hac leo accumsan primis purus ut sollicitudin sed, risus himenaeos ut. Posuere amet diam bibendum morbi hac in et mauris, libero lectus. Quisque facilisi sed faucibus libero, vulputate nec.","neutral",973,149,TRUE,FALSE,FALSE,FALSE,2020-07-24
608,"Lorem ipsum dolor sit amet, purus, nec eu praesent volutpat at. Tempor nunc placerat in dignissim. Odio pellentesque ac sed enim morbi habitasse amet, feugiat et. Amet ullamcorper accumsan integer nullam pharetra. Nisl lorem gravida a eget aliquet. In cursus montes ad vestibulum hendrerit, suspendisse. Ut sodales purus pharetra class dui eu class. Quam eu interdum fermentum vitae magnis risus sollicitudin tincidunt. Lorem quis, augue tempus. Nisl maecenas leo laoreet natoque. Inceptos dictumst aliquam lorem pellentesque purus ex et. Nibh ac, tortor sed ut dictumst mollis id ligula donec ac. In quis nec ut ante turpis nec vestibulum facilisis non donec.","negative",660,101,FALSE,FALSE,FALSE,FALSE,2021-12-04
609,"Lorem ipsum dolor sit amet, aliquet ligula, ad praesent consequat eros natoque maximus ultricies in suscipit, cras, nascetur. Quisque nisl at odio nunc proin. Sed sapien dictumst ad justo nibh. Magna libero at quisque, efficitur litora pellentesque viverra litora, ante. Massa et erat odio penatibus in ut. Non nascetur parturient phasellus nunc metus vulputate augue turpis. Ut quam sit vel lacus enim at ornare, ut ad tortor turpis. Parturient mauris, in, arcu sed sed quis, eu. Lacus felis justo habitant efficitur justo morbi lacinia habitasse quisque lorem vestibulum vel. Est tortor ipsum molestie ullamcorper ut. Ultrices, dui nibh ante ante et. Sed euismod sem enim quam neque scelerisque etiam nunc, sollicitudin. Aliquam tempor elementum ipsum sed senectus interdum pharetra congue. Augue, porttitor arcu pellentesque odio conubia. Pharetra conubia! Ex, dictum id inceptos feugiat cum at inceptos velit suspendisse convallis? Nibh urna varius in consectetur senectus, ligula amet conubia litora. Finibus est vehicula ut fusce fermentum vestibulum. Pulvinar pretium parturient a.","neutral",1088,160,TRUE,TRUE,FALSE,FALSE,2020-03-06
610,"Lorem ipsum dolor sit amet, ante, in tempor arcu mauris lectus, nibh amet arcu varius. Sapien enim orci augue tempor nec. Accumsan diam, libero cras dapibus auctor porta, nulla orci, sed id. Nec eu et, natoque fermentum diam, ut, parturient ut laoreet efficitur. Dis dapibus inceptos blandit. Nam vitae, quis ullamcorper magna. Ac lorem, nibh nunc imperdiet ipsum ac nulla mauris risus. Vestibulum nibh consequat ultrices ut, neque ut, ultrices. Eros amet vitae fermentum inceptos nec nam auctor tellus sed vestibulum maecenas at. Egestas non mauris nec nulla eu sociosqu in leo leo.","neutral",583,93,FALSE,FALSE,FALSE,FALSE,2021-05-07
611,"Lorem ipsum dolor sit amet, urna sed nunc congue, luctus felis sit maximus in class. Taciti ornare nisi, euismod ultrices. Eros egestas adipiscing pretium, nec nulla, turpis maecenas. Mauris eleifend vitae, cum, cursus lacus velit, ante per. Litora id, velit arcu libero phasellus nibh ac curabitur. Sociis eu nec ultricies ligula ipsum mauris semper in. Ac taciti laoreet praesent a accumsan quis, turpis dictumst. Ut, feugiat sit, lorem mollis amet justo quis eros nisl. Dolor id condimentum, ac ligula, ultricies a, curabitur nam nec imperdiet viverra.","neutral",555,86,FALSE,FALSE,FALSE,FALSE,2020-02-15
612,"Lorem ipsum dolor sit amet, ut ipsum integer phasellus, sed augue cursus fringilla consequat nec velit ultrices. Curae ante vivamus orci fames id in porttitor hendrerit eleifend ornare. Egestas in ullamcorper, taciti. Interdum mi et arcu lorem in, ac. Ligula ipsum molestie auctor consectetur purus! Cursus maximus sapien accumsan parturient cum eleifend orci, maecenas tortor eget id, eget. Enim felis non mauris eget suspendisse fringilla aenean lobortis. Quisque natoque vitae malesuada dolor placerat eget sed fringilla non vitae euismod. Laoreet volutpat pellentesque in nulla fermentum. Blandit neque lacinia aenean massa tempor varius donec, ipsum, laoreet lorem, turpis nullam. Laoreet quisque et tincidunt, integer pellentesque enim leo sit egestas lacus pretium. Justo egestas sem accumsan lectus nascetur euismod et, congue erat mauris.","positive",847,121,FALSE,TRUE,FALSE,FALSE,2020-10-06
613,"Lorem ipsum dolor sit amet, purus tincidunt, ac, proin mi, donec. Dolor cum dapibus eros sed in ac. Velit eros, penatibus ac vel non vitae interdum tristique. Tortor lobortis ac aliquet in venenatis fames, congue iaculis tincidunt ut non mauris. Id vulputate. Non faucibus sed fames sagittis dolor nisl convallis porttitor. Sit justo vestibulum fusce pellentesque auctor ex. Eleifend sit finibus suscipit vivamus suspendisse porta in. Sed potenti id consectetur nullam dictum vel potenti nulla placerat diam blandit in vel sem. Aenean ut velit. Egestas praesent, at duis sed ex, aliquam convallis eleifend.","neutral",606,93,FALSE,FALSE,FALSE,FALSE,2023-08-11
614,"Lorem ipsum dolor sit amet, mauris ligula, placerat fames risus vehicula. Massa et nisl lectus fermentum ultrices rutrum fringilla nullam netus facilisis justo a. Nibh turpis ad neque et non. Ac mus amet ultricies iaculis erat turpis finibus facilisi cursus. Feugiat habitant, sed sed, vulputate diam per. Nullam in ut et purus tristique. Consequat cum neque montes lacinia, felis facilisis non. Nunc egestas ultrices consequat, faucibus. Nisi, nec. Integer tincidunt vulputate habitasse est eget malesuada, scelerisque. Ante quis pretium mauris libero nisi, tellus vulputate aliquet.","negative",584,85,FALSE,FALSE,FALSE,FALSE,2021-10-08
615,"Lorem ipsum dolor sit amet, sit diam lorem nunc sit. At at senectus eget amet euismod mauris. Aliquam erat curae non euismod in. Maximus aliquet risus pretium at malesuada amet aliquet. Curabitur malesuada sit varius posuere hendrerit. Sem ut ex, ut maximus cras consequat mollis vel. Lorem pulvinar at non non pretium a sodales aliquam in pellentesque odio eu ac quis. Nec congue vel donec finibus aliquam nunc eu rutrum orci penatibus.","negative",437,72,FALSE,FALSE,FALSE,FALSE,2022-05-30
616,"Lorem ipsum dolor sit amet, facilisi amet platea justo pellentesque, porta a ligula ut. Finibus lectus sapien augue et nam lectus curabitur sapien, semper cum. Diam vel diam enim fermentum fermentum. Phasellus nam pharetra consectetur, parturient, mauris mattis integer tincidunt amet tempor ut turpis volutpat. Dictum ullamcorper eu ipsum integer mattis, ante erat. Convallis penatibus cursus sit class sit quam. Ullamcorper donec aliquet mi leo elit, eros torquent. Ut sit praesent et lobortis tristique quisque pellentesque fames himenaeos.","neutral",543,78,FALSE,FALSE,FALSE,FALSE,2020-07-29
617,"Lorem ipsum dolor sit amet, cursus, molestie. Malesuada morbi. Curabitur sed vel eget mi nisi dignissim ante! Ultricies eget viverra quis tempus. Fermentum orci eros et ante vulputate magna at eu. Mattis nisl feugiat magna commodo in. Vel quis dignissim. Fermentum potenti praesent metus imperdiet pellentesque ligula. Felis tempor ullamcorper eros quis, pulvinar duis nibh inceptos ex, mattis curae tristique. Tellus sed sed pulvinar cursus. Euismod in at non quis in cursus quis auctor. Pulvinar ut magna efficitur scelerisque nibh vitae. Imperdiet orci egestas dui, purus nostra nec dictum pellentesque egestas fermentum. Ut eu nascetur mattis diam rutrum in pulvinar. Diam sed, porta, nec vitae eget elit aliquet, sit.","neutral",722,109,FALSE,TRUE,FALSE,FALSE,2023-07-12
618,"Lorem ipsum dolor sit amet, malesuada finibus magna nulla dictum donec, pellentesque. Purus blandit eros inceptos amet nascetur rhoncus in hendrerit nunc cubilia, libero laoreet. Consequat in at eu id eleifend eget. Est lobortis lobortis imperdiet adipiscing. Venenatis mauris eleifend fusce non. Venenatis hac quis? Amet et nibh, purus class tincidunt neque. Velit at per vel id ut sed. Amet mauris sollicitudin ante. Aliquam ullamcorper, tortor sed leo, rhoncus porttitor, platea consequat ullamcorper. Nunc massa luctus vitae, ante donec ipsum aptent et venenatis est.","neutral",571,84,TRUE,FALSE,FALSE,FALSE,2021-05-21
619,"Lorem ipsum dolor sit amet, etiam at ut nec habitant ipsum eleifend purus tempus tortor leo turpis. Fermentum facilisis efficitur dignissim, vitae dictum nec in. Est non aenean imperdiet et nisi sollicitudin. Natoque consectetur, vulputate vestibulum quisque fusce ac ut pretium iaculis platea faucibus aliquam. Blandit tincidunt tempus ex sapien magna fringilla, nostra. Eu urna in diam ligula rhoncus ut a. Amet tincidunt tempus sapien vivamus nulla. Et est in a eros scelerisque, et dui mauris eget ipsum. Pellentesque a, erat facilisis mus molestie. Fames, augue nisi a augue purus senectus pellentesque.","negative",608,92,FALSE,FALSE,FALSE,FALSE,2022-10-11
620,"Lorem ipsum dolor sit amet, laoreet malesuada, maecenas rhoncus turpis. Lorem varius fermentum donec ipsum aliquam faucibus purus inceptos orci in posuere nostra. Turpis, justo a non hendrerit. Turpis accumsan laoreet potenti amet metus tortor eros nullam. Sed quisque. Egestas quisque, cum ligula cum tempus id. Nunc venenatis sapien varius ut? Facilisi imperdiet est ac non auctor in congue, non, eget natoque sit. Cum, varius lacinia conubia elit velit. Et felis nam, inceptos commodo erat nibh, a rhoncus sit et. Velit lectus adipiscing vestibulum cras, nec aptent donec.","neutral",575,88,TRUE,FALSE,FALSE,FALSE,2020-03-15
621,"Lorem ipsum dolor sit amet, eget pellentesque diam sed amet non, aptent dignissim. Non mi eleifend pellentesque cras eu et non finibus ridiculus augue sagittis amet. Conubia, et, potenti tempor vitae fames, aptent ultrices iaculis dui. Venenatis sed mauris tempor nibh cras eros taciti egestas torquent sed pulvinar nisi ut. Erat quam eu ut ligula elit cum, orci. Pulvinar in magnis lacus tortor integer. Interdum purus ligula vel, ut sollicitudin aliquam dictum tempor. Ut, amet aliquam, tempus risus.","negative",502,78,FALSE,FALSE,FALSE,FALSE,2021-06-17
622,"Lorem ipsum dolor sit amet, metus, ligula pharetra fermentum, eget finibus eget euismod iaculis, nec eu pellentesque semper. Lobortis commodo risus risus mollis neque ultrices. Mollis ut feugiat mauris. Imperdiet at convallis elit iaculis dapibus nec, eget nascetur ante. Sem, conubia non eu ultricies faucibus at ridiculus rhoncus pellentesque. Sapien eros odio posuere sed est, accumsan sed sapien natoque id in. Sed phasellus platea magna ligula posuere, sed sem dui ipsum. Taciti ante in et velit pretium ultricies dignissim et. Finibus ipsum cras faucibus mi elementum urna et a ac convallis mattis diam consectetur vel. Malesuada tincidunt cras sed ac felis senectus tempor sed sem ornare vitae vitae velit.","positive",713,109,FALSE,FALSE,FALSE,FALSE,2022-08-09
623,"Lorem ipsum dolor sit amet, velit, commodo phasellus lobortis. Tortor porta nisl nostra mollis, in eget justo sed. Pellentesque, at, nec ipsum augue. Efficitur nunc laoreet sodales eget tellus malesuada mauris sed consectetur. Placerat taciti elit. Inceptos penatibus varius porttitor, auctor. Tempor ornare dolor semper sit sociosqu id nisi quis ligula. Felis tincidunt consectetur id in malesuada, massa enim a.","neutral",413,60,FALSE,FALSE,FALSE,FALSE,2020-02-29
624,"Lorem ipsum dolor sit amet, aenean nisl himenaeos primis, condimentum nisl nunc tortor. Ex vitae, in pulvinar erat sagittis rhoncus sit, sed vitae, gravida. Non, malesuada posuere efficitur nec mus sed auctor nulla. Fringilla libero. Senectus, non mus ad phasellus sollicitudin enim, varius conubia vitae. Auctor ornare arcu mollis maecenas metus consequat leo accumsan pulvinar. Consectetur dictumst potenti leo neque sed, volutpat ut.","positive",436,63,FALSE,FALSE,FALSE,FALSE,2022-11-12
625,"Lorem ipsum dolor sit amet, egestas, mi urna vitae ut ac ullamcorper leo molestie. Curabitur eu massa per praesent, sem venenatis natoque magna congue in metus hendrerit. Non a nullam sapien eget egestas quam in, hendrerit. Nulla adipiscing volutpat, nunc nostra at pharetra. Faucibus id cum, diam vivamus interdum sed faucibus egestas nunc. In ultrices vel massa quis quisque ullamcorper, neque eleifend fringilla non viverra. In potenti egestas ante augue rhoncus sed eros facilisis ex. Ullamcorper ridiculus, montes risus nec lectus placerat. Iaculis, tristique fermentum venenatis dolor ligula sem donec.","positive",608,90,FALSE,FALSE,FALSE,FALSE,2021-01-28
626,"Lorem ipsum dolor sit amet, a, vel eu euismod mi vestibulum, aptent tellus mattis. Enim laoreet egestas purus sed id, molestie. Arcu et justo magna ex dolor scelerisque augue etiam interdum suscipit. Vulputate in, et dapibus enim massa habitasse aliquet, potenti fusce suscipit malesuada. Tincidunt dictumst non et odio imperdiet risus sed. Litora vitae ipsum dapibus taciti quam ac litora, purus curae sed pharetra dignissim. Nibh tempus varius, nisl lorem ac nisl nullam dignissim quis eleifend. Volutpat lacus facilisi sapien, eget. Amet, donec, in leo interdum vulputate laoreet ut maximus, arcu non senectus sed ut dui. Neque nunc velit vehicula, vel pharetra. Iaculis porta donec eu faucibus mi scelerisque odio bibendum ac.","negative",730,112,FALSE,FALSE,FALSE,FALSE,2022-08-19
627,"Lorem ipsum dolor sit amet, sed faucibus vestibulum amet habitant id placerat consequat proin sed. Nostra ligula ex ut nisl. Cursus, feugiat ultricies praesent fermentum cum pharetra sapien. Sed eu lectus mi efficitur placerat amet. Varius eu mollis laoreet eros. Sollicitudin class eget ridiculus et a magna, quam. Parturient quis neque euismod orci ac in turpis nibh odio. Conubia urna, suspendisse penatibus habitasse facilisis ut. Vitae sodales sed dui vitae est ridiculus eu cursus rutrum ipsum eget justo leo elit. Consectetur parturient, suspendisse sed sed, finibus imperdiet. Mauris cum ornare habitant facilisi at, magna.","neutral",631,94,FALSE,FALSE,FALSE,FALSE,2022-04-25
628,"Lorem ipsum dolor sit amet, et imperdiet ipsum quis tellus tincidunt ut lacinia quis, erat. Scelerisque faucibus, platea sagittis, tortor suspendisse efficitur fringilla sed sociis. Egestas ut nibh taciti elementum praesent. Fames malesuada, hac ac tempus, platea, ac risus, turpis, montes praesent mauris mi sem sed. Eu commodo egestas neque nunc justo lectus luctus, dapibus curabitur nullam vestibulum egestas viverra. Eu elementum suspendisse consectetur mollis luctus, quam litora dictum elit metus torquent. Ipsum mauris vestibulum aliquet. Massa efficitur quis viverra conubia urna nec magna et. Eget eleifend ipsum, porta curabitur sed. Lorem nam, ut, litora nisl vulputate non risus hac est est. A sed consectetur potenti. Risus ac molestie cursus faucibus venenatis vulputate at lorem ut. Sapien magnis augue in blandit adipiscing eget.","neutral",846,123,FALSE,FALSE,FALSE,FALSE,2021-07-04
